Record ID,Email,Create Date,Lifecycle Stage,Became a Customer Date,Original Traffic Source,Original Traffic Source Drill-Down 1,Google ad click id
219398,lead219398@example.com,2026-02-07,Lead,,Social Media,instagram / social,
219399,lead219399@example.com,2026-02-07,Lead,,Organic Search,google / organic,
219400,lead219400@example.com,2026-02-07,Lead,,Paid Search,google / cpc,Cj0KCQ42x00019867AbVxYz
219401,lead219401@example.com,2026-02-07,Lead,,Social Media,instagram / social,
219402,lead219402@example.com,2026-02-07,Lead,,Paid Search,google / cpc,Cj0KCQ42x00019868AbVxYz
219403,lead219403@example.com,2026-02-07,Lead,,Email Marketing,hubspot / email,
219404,lead219404@example.com,2026-02-07,Lead,,Organic Search,google / organic,
219405,lead219405@example.com,2026-02-07,Lead,,Organic Search,google / organic,
219406,lead219406@example.com,2026-02-07,Lead,,Paid Search,google / cpc,Cj0KCQ42x00019869AbVxYz
219407,lead219407@example.com,2026-02-07,Lead,,Social Media,instagram / social,
219408,lead219408@example.com,2026-02-07,Lead,,Social Media,instagram / social,
219409,lead219409@example.com,2026-02-07,Lead,,Paid Search,google / cpc,Cj0KCQ42x00019870AbVxYz
219410,lead219410@example.com,2026-02-07,Lead,,Social Media,instagram / social,
219411,lead219411@example.com,2026-02-07,Lead,,Social Media,instagram / social,
219412,lead219412@example.com,2026-02-07,Customer,2026-02-17,Social Media,instagram / social,
219413,lead219413@example.com,2026-02-07,Lead,,Direct Traffic,(direct) / (none),
219414,lead219414@example.com,2026-02-07,Lead,,Direct Traffic,(direct) / (none),
219415,lead219415@example.com,2026-02-07,Lead,,Paid Search,google / cpc,Cj0KCQ42x00019871AbVxYz
219416,lead219416@example.com,2026-02-07,Lead,,Organic Search,google / organic,
219417,lead219417@example.com,2026-02-07,Lead,,Direct Traffic,(direct) / (none),
219418,lead219418@example.com,2026-02-07,Customer,2026-02-14,Social Media,instagram / social,
219419,lead219419@example.com,2026-02-07,Lead,,Social Media,instagram / social,
219420,lead219420@example.com,2026-02-07,Lead,,Social Media,instagram / social,
219421,lead219421@example.com,2026-02-07,Customer,2026-02-15,Paid Search,google / cpc,Cj0KCQ42x00019872AbVxYz
219422,lead219422@example.com,2026-02-07,Lead,,Email Marketing,hubspot / email,
219423,lead219423@example.com,2026-02-07,Lead,,Direct Traffic,(direct) / (none),
219424,lead219424@example.com,2026-02-07,Lead,,Paid Search,google / cpc,Cj0KCQ42x00019873AbVxYz
219425,lead219425@example.com,2026-02-07,Customer,2026-02-10,Social Media,instagram / social,
219426,lead219426@example.com,2026-02-07,Lead,,Paid Search,google / cpc,Cj0KCQ42x00019874AbVxYz
219427,lead219427@example.com,2026-02-07,Lead,,Organic Search,google / organic,
219428,lead219428@example.com,2026-02-07,Customer,2026-02-10,Social Media,instagram / social,
219429,lead219429@example.com,2026-02-07,Lead,,Paid Search,google / cpc,Cj0KCQ42x00019875AbVxYz
219430,lead219430@example.com,2026-02-07,Lead,,Social Media,instagram / social,
219431,lead219431@example.com,2026-02-07,Lead,,Direct Traffic,(direct) / (none),
219432,lead219432@example.com,2026-02-07,Lead,,Paid Search,google / cpc,Cj0KCQ42x00019876AbVxYz
219433,lead219433@example.com,2026-02-07,Lead,,Paid Search,google / cpc,Cj0KCQ42x00019877AbVxYz
219434,lead219434@example.com,2026-02-07,Lead,,Paid Search,google / cpc,Cj0KCQ42x00019878AbVxYz
219435,lead219435@example.com,2026-02-07,Lead,,Direct Traffic,(direct) / (none),
219436,lead219436@example.com,2026-02-07,Lead,,Email Marketing,hubspot / email,
219437,lead219437@example.com,2026-02-07,Lead,,Paid Search,google / cpc,Cj0KCQ42x00019879AbVxYz
219438,lead219438@example.com,2026-02-07,Lead,,Paid Search,google / cpc,Cj0KCQ42x00019880AbVxYz
219439,lead219439@example.com,2026-02-07,Lead,,Direct Traffic,(direct) / (none),
219440,lead219440@example.com,2026-02-07,Customer,2026-02-16,Email Marketing,hubspot / email,
219441,lead219441@example.com,2026-02-07,Lead,,Email Marketing,hubspot / email,
219442,lead219442@example.com,2026-02-07,Lead,,Paid Search,google / cpc,Cj0KCQ42x00019881AbVxYz
219443,lead219443@example.com,2026-02-07,Lead,,Social Media,instagram / social,
219444,lead219444@example.com,2026-02-07,Lead,,Social Media,instagram / social,
219445,lead219445@example.com,2026-02-07,Lead,,Organic Search,google / organic,
219446,lead219446@example.com,2026-02-07,Customer,2026-02-16,Social Media,instagram / social,
219447,lead219447@example.com,2026-02-07,Lead,,Email Marketing,hubspot / email,
219448,lead219448@example.com,2026-02-07,Lead,,Paid Search,google / cpc,Cj0KCQ42x00019882AbVxYz
219449,lead219449@example.com,2026-02-07,Lead,,Email Marketing,hubspot / email,
219450,lead219450@example.com,2026-02-07,Lead,,Paid Search,google / cpc,Cj0KCQ42x00019883AbVxYz
219451,lead219451@example.com,2026-02-07,Lead,,Social Media,instagram / social,
219452,lead219452@example.com,2026-02-07,Lead,,Paid Search,google / cpc,Cj0KCQ42x00019884AbVxYz
219453,lead219453@example.com,2026-02-07,Lead,,Direct Traffic,(direct) / (none),
219454,lead219454@example.com,2026-02-07,Customer,2026-02-12,Organic Search,google / organic,
219455,lead219455@example.com,2026-02-07,Lead,,Paid Search,google / cpc,Cj0KCQ42x00019885AbVxYz
219456,lead219456@example.com,2026-02-07,Lead,,Organic Search,google / organic,
219457,lead219457@example.com,2026-02-07,Customer,2026-02-08,Direct Traffic,(direct) / (none),
219458,lead219458@example.com,2026-02-07,Lead,,Organic Search,google / organic,
219459,lead219459@example.com,2026-02-07,Lead,,Paid Search,google / cpc,Cj0KCQ42x00019886AbVxYz
219460,lead219460@example.com,2026-02-07,Lead,,Paid Search,google / cpc,Cj0KCQ42x00019887AbVxYz
219461,lead219461@example.com,2026-02-07,Lead,,Organic Search,google / organic,
219462,lead219462@example.com,2026-02-07,Lead,,Paid Search,google / cpc,Cj0KCQ42x00019888AbVxYz
219463,lead219463@example.com,2026-02-07,Lead,,Email Marketing,hubspot / email,
219464,lead219464@example.com,2026-02-07,Lead,,Email Marketing,hubspot / email,
219465,lead219465@example.com,2026-02-07,Lead,,Paid Search,google / cpc,Cj0KCQ42x00019889AbVxYz
219466,lead219466@example.com,2026-02-07,Lead,,Paid Search,google / cpc,Cj0KCQ42x00019890AbVxYz
219467,lead219467@example.com,2026-02-07,Lead,,Social Media,instagram / social,
219678,lead219678@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020175AbVxYz
219679,lead219679@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020176AbVxYz
219680,lead219680@example.com,2026-02-08,Lead,,Email Marketing,hubspot / email,
219681,lead219681@example.com,2026-02-08,Customer,2026-02-12,Paid Search,google / cpc,Cj0KCQ42x00020177AbVxYz
219682,lead219682@example.com,2026-02-08,Lead,,Organic Search,google / organic,
219683,lead219683@example.com,2026-02-08,Lead,,Social Media,instagram / social,
219684,lead219684@example.com,2026-02-08,Lead,,Email Marketing,hubspot / email,
219685,lead219685@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020178AbVxYz
219686,lead219686@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020179AbVxYz
219687,lead219687@example.com,2026-02-08,Lead,,Email Marketing,hubspot / email,
219688,lead219688@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020180AbVxYz
219689,lead219689@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020181AbVxYz
219690,lead219690@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020182AbVxYz
219691,lead219691@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020183AbVxYz
219692,lead219692@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020184AbVxYz
219693,lead219693@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020185AbVxYz
219694,lead219694@example.com,2026-02-08,Lead,,Organic Search,google / organic,
219695,lead219695@example.com,2026-02-08,Lead,,Social Media,instagram / social,
219696,lead219696@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020186AbVxYz
219697,lead219697@example.com,2026-02-08,Lead,,Direct Traffic,(direct) / (none),
219698,lead219698@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020187AbVxYz
219699,lead219699@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020188AbVxYz
219700,lead219700@example.com,2026-02-08,Customer,2026-02-16,Paid Search,google / cpc,Cj0KCQ42x00020189AbVxYz
219701,lead219701@example.com,2026-02-08,Customer,2026-02-19,Paid Search,google / cpc,Cj0KCQ42x00020190AbVxYz
219702,lead219702@example.com,2026-02-08,Lead,,Direct Traffic,(direct) / (none),
219703,lead219703@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020191AbVxYz
219704,lead219704@example.com,2026-02-08,Lead,,Organic Search,google / organic,
219705,lead219705@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020192AbVxYz
219706,lead219706@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020193AbVxYz
219707,lead219707@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020194AbVxYz
219708,lead219708@example.com,2026-02-08,Lead,,Direct Traffic,(direct) / (none),
219709,lead219709@example.com,2026-02-08,Lead,,Direct Traffic,(direct) / (none),
219710,lead219710@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020195AbVxYz
219711,lead219711@example.com,2026-02-08,Lead,,Organic Search,google / organic,
219712,lead219712@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020196AbVxYz
219713,lead219713@example.com,2026-02-08,Lead,,Email Marketing,hubspot / email,
219714,lead219714@example.com,2026-02-08,Customer,2026-02-09,Email Marketing,hubspot / email,
219715,lead219715@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020197AbVxYz
219716,lead219716@example.com,2026-02-08,Customer,2026-02-20,Social Media,instagram / social,
219717,lead219717@example.com,2026-02-08,Lead,,Social Media,instagram / social,
219718,lead219718@example.com,2026-02-08,Lead,,Social Media,instagram / social,
219719,lead219719@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020198AbVxYz
219720,lead219720@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020199AbVxYz
219721,lead219721@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020200AbVxYz
219722,lead219722@example.com,2026-02-08,Lead,,Organic Search,google / organic,
219723,lead219723@example.com,2026-02-08,Lead,,Organic Search,google / organic,
219724,lead219724@example.com,2026-02-08,Customer,2026-02-16,Social Media,instagram / social,
219725,lead219725@example.com,2026-02-08,Lead,,Social Media,instagram / social,
219726,lead219726@example.com,2026-02-08,Lead,,Organic Search,google / organic,
219727,lead219727@example.com,2026-02-08,Lead,,Email Marketing,hubspot / email,
219728,lead219728@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020201AbVxYz
219729,lead219729@example.com,2026-02-08,Lead,,Email Marketing,hubspot / email,
219730,lead219730@example.com,2026-02-08,Customer,2026-02-16,Social Media,instagram / social,
219731,lead219731@example.com,2026-02-08,Lead,,Email Marketing,hubspot / email,
219732,lead219732@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020202AbVxYz
219733,lead219733@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020203AbVxYz
219734,lead219734@example.com,2026-02-08,Lead,,Social Media,instagram / social,
219735,lead219735@example.com,2026-02-08,Lead,,Social Media,instagram / social,
219736,lead219736@example.com,2026-02-08,Lead,,Direct Traffic,(direct) / (none),
219737,lead219737@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020204AbVxYz
219738,lead219738@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020205AbVxYz
219739,lead219739@example.com,2026-02-08,Lead,,Email Marketing,hubspot / email,
219740,lead219740@example.com,2026-02-08,Lead,,Social Media,instagram / social,
219741,lead219741@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020206AbVxYz
219742,lead219742@example.com,2026-02-08,Lead,,Social Media,instagram / social,
219743,lead219743@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020207AbVxYz
219744,lead219744@example.com,2026-02-08,Lead,,Organic Search,google / organic,
219745,lead219745@example.com,2026-02-08,Lead,,Direct Traffic,(direct) / (none),
219746,lead219746@example.com,2026-02-08,Lead,,Direct Traffic,(direct) / (none),
219747,lead219747@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020208AbVxYz
219748,lead219748@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020209AbVxYz
219749,lead219749@example.com,2026-02-08,Lead,,Social Media,instagram / social,
219750,lead219750@example.com,2026-02-08,Lead,,Social Media,instagram / social,
219751,lead219751@example.com,2026-02-08,Lead,,Social Media,instagram / social,
219752,lead219752@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020210AbVxYz
219753,lead219753@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020211AbVxYz
219754,lead219754@example.com,2026-02-08,Customer,2026-02-09,Paid Search,google / cpc,Cj0KCQ42x00020212AbVxYz
219755,lead219755@example.com,2026-02-08,Lead,,Organic Search,google / organic,
219756,lead219756@example.com,2026-02-08,Lead,,Organic Search,google / organic,
219757,lead219757@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020213AbVxYz
219758,lead219758@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020214AbVxYz
219759,lead219759@example.com,2026-02-08,Lead,,Organic Search,google / organic,
219760,lead219760@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020215AbVxYz
219761,lead219761@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020216AbVxYz
219762,lead219762@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020217AbVxYz
219763,lead219763@example.com,2026-02-08,Lead,,Social Media,instagram / social,
219764,lead219764@example.com,2026-02-08,Lead,,Organic Search,google / organic,
219765,lead219765@example.com,2026-02-08,Lead,,Email Marketing,hubspot / email,
219766,lead219766@example.com,2026-02-08,Lead,,Email Marketing,hubspot / email,
219767,lead219767@example.com,2026-02-08,Lead,,Email Marketing,hubspot / email,
219768,lead219768@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020218AbVxYz
219769,lead219769@example.com,2026-02-08,Lead,,Social Media,instagram / social,
219770,lead219770@example.com,2026-02-08,Lead,,Email Marketing,hubspot / email,
219771,lead219771@example.com,2026-02-08,Lead,,Organic Search,google / organic,
219772,lead219772@example.com,2026-02-08,Lead,,Email Marketing,hubspot / email,
219773,lead219773@example.com,2026-02-08,Lead,,Email Marketing,hubspot / email,
219774,lead219774@example.com,2026-02-08,Lead,,Email Marketing,hubspot / email,
219775,lead219775@example.com,2026-02-08,Lead,,Social Media,instagram / social,
219776,lead219776@example.com,2026-02-08,Lead,,Organic Search,google / organic,
219777,lead219777@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020219AbVxYz
219778,lead219778@example.com,2026-02-08,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020220AbVxYz
219982,lead219982@example.com,2026-02-09,Lead,,Email Marketing,hubspot / email,
219983,lead219983@example.com,2026-02-09,Lead,,Organic Search,google / organic,
219984,lead219984@example.com,2026-02-09,Lead,,Email Marketing,hubspot / email,
219985,lead219985@example.com,2026-02-09,Lead,,Direct Traffic,(direct) / (none),
219986,lead219986@example.com,2026-02-09,Lead,,Direct Traffic,(direct) / (none),
219987,lead219987@example.com,2026-02-09,Lead,,Social Media,instagram / social,
219988,lead219988@example.com,2026-02-09,Lead,,Social Media,instagram / social,
219989,lead219989@example.com,2026-02-09,Lead,,Social Media,instagram / social,
219990,lead219990@example.com,2026-02-09,Lead,,Organic Search,google / organic,
219991,lead219991@example.com,2026-02-09,Lead,,Social Media,instagram / social,
219992,lead219992@example.com,2026-02-09,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020494AbVxYz
219993,lead219993@example.com,2026-02-09,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020495AbVxYz
219994,lead219994@example.com,2026-02-09,Lead,,Direct Traffic,(direct) / (none),
219995,lead219995@example.com,2026-02-09,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020496AbVxYz
219996,lead219996@example.com,2026-02-09,Lead,,Organic Search,google / organic,
219997,lead219997@example.com,2026-02-09,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020497AbVxYz
219998,lead219998@example.com,2026-02-09,Lead,,Social Media,instagram / social,
219999,lead219999@example.com,2026-02-09,Lead,,Social Media,instagram / social,
220000,lead220000@example.com,2026-02-09,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020498AbVxYz
220001,lead220001@example.com,2026-02-09,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020499AbVxYz
220002,lead220002@example.com,2026-02-09,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020500AbVxYz
220003,lead220003@example.com,2026-02-09,Lead,,Social Media,instagram / social,
220004,lead220004@example.com,2026-02-09,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020501AbVxYz
220005,lead220005@example.com,2026-02-09,Lead,,Social Media,instagram / social,
220006,lead220006@example.com,2026-02-09,Lead,,Social Media,instagram / social,
220007,lead220007@example.com,2026-02-09,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020502AbVxYz
220008,lead220008@example.com,2026-02-09,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020503AbVxYz
220009,lead220009@example.com,2026-02-09,Lead,,Email Marketing,hubspot / email,
220010,lead220010@example.com,2026-02-09,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020504AbVxYz
220011,lead220011@example.com,2026-02-09,Lead,,Organic Search,google / organic,
220012,lead220012@example.com,2026-02-09,Lead,,Direct Traffic,(direct) / (none),
220013,lead220013@example.com,2026-02-09,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020505AbVxYz
220014,lead220014@example.com,2026-02-09,Lead,,Organic Search,google / organic,
220015,lead220015@example.com,2026-02-09,Lead,,Organic Search,google / organic,
220016,lead220016@example.com,2026-02-09,Lead,,Organic Search,google / organic,
220017,lead220017@example.com,2026-02-09,Lead,,Organic Search,google / organic,
220018,lead220018@example.com,2026-02-09,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020506AbVxYz
220019,lead220019@example.com,2026-02-09,Lead,,Social Media,instagram / social,
220020,lead220020@example.com,2026-02-09,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020507AbVxYz
220021,lead220021@example.com,2026-02-09,Lead,,Direct Traffic,(direct) / (none),
220022,lead220022@example.com,2026-02-09,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020508AbVxYz
220023,lead220023@example.com,2026-02-09,Lead,,Direct Traffic,(direct) / (none),
220024,lead220024@example.com,2026-02-09,Lead,,Email Marketing,hubspot / email,
220025,lead220025@example.com,2026-02-09,Lead,,Organic Search,google / organic,
220026,lead220026@example.com,2026-02-09,Lead,,Organic Search,google / organic,
220027,lead220027@example.com,2026-02-09,Lead,,Organic Search,google / organic,
220028,lead220028@example.com,2026-02-09,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020509AbVxYz
220029,lead220029@example.com,2026-02-09,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020510AbVxYz
220030,lead220030@example.com,2026-02-09,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020511AbVxYz
220031,lead220031@example.com,2026-02-09,Lead,,Direct Traffic,(direct) / (none),
220032,lead220032@example.com,2026-02-09,Lead,,Direct Traffic,(direct) / (none),
220033,lead220033@example.com,2026-02-09,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020512AbVxYz
220034,lead220034@example.com,2026-02-09,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020513AbVxYz
220035,lead220035@example.com,2026-02-09,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020514AbVxYz
220036,lead220036@example.com,2026-02-09,Lead,,Direct Traffic,(direct) / (none),
220037,lead220037@example.com,2026-02-09,Lead,,Social Media,instagram / social,
220038,lead220038@example.com,2026-02-09,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020515AbVxYz
220039,lead220039@example.com,2026-02-09,Lead,,Organic Search,google / organic,
220040,lead220040@example.com,2026-02-09,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020516AbVxYz
220041,lead220041@example.com,2026-02-09,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020517AbVxYz
220042,lead220042@example.com,2026-02-09,Lead,,Organic Search,google / organic,
220043,lead220043@example.com,2026-02-09,Lead,,Direct Traffic,(direct) / (none),
220044,lead220044@example.com,2026-02-09,Lead,,Organic Search,google / organic,
220045,lead220045@example.com,2026-02-09,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020518AbVxYz
220046,lead220046@example.com,2026-02-09,Lead,,Organic Search,google / organic,
220047,lead220047@example.com,2026-02-09,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020519AbVxYz
220048,lead220048@example.com,2026-02-09,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020520AbVxYz
220049,lead220049@example.com,2026-02-09,Lead,,Social Media,instagram / social,
220050,lead220050@example.com,2026-02-09,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020521AbVxYz
220051,lead220051@example.com,2026-02-09,Lead,,Social Media,instagram / social,
220052,lead220052@example.com,2026-02-09,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020522AbVxYz
220053,lead220053@example.com,2026-02-09,Lead,,Social Media,instagram / social,
220054,lead220054@example.com,2026-02-09,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020523AbVxYz
220055,lead220055@example.com,2026-02-09,Lead,,Organic Search,google / organic,
220056,lead220056@example.com,2026-02-09,Lead,,Email Marketing,hubspot / email,
220057,lead220057@example.com,2026-02-09,Lead,,Email Marketing,hubspot / email,
220058,lead220058@example.com,2026-02-09,Customer,2026-02-15,Direct Traffic,(direct) / (none),
220059,lead220059@example.com,2026-02-09,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020524AbVxYz
220060,lead220060@example.com,2026-02-09,Lead,,Organic Search,google / organic,
220061,lead220061@example.com,2026-02-09,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020525AbVxYz
220062,lead220062@example.com,2026-02-09,Lead,,Direct Traffic,(direct) / (none),
220063,lead220063@example.com,2026-02-09,Lead,,Email Marketing,hubspot / email,
220064,lead220064@example.com,2026-02-09,Lead,,Direct Traffic,(direct) / (none),
220065,lead220065@example.com,2026-02-09,Lead,,Email Marketing,hubspot / email,
220066,lead220066@example.com,2026-02-09,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020526AbVxYz
220067,lead220067@example.com,2026-02-09,Lead,,Organic Search,google / organic,
220068,lead220068@example.com,2026-02-09,Lead,,Social Media,instagram / social,
220069,lead220069@example.com,2026-02-09,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020527AbVxYz
220070,lead220070@example.com,2026-02-09,Lead,,Organic Search,google / organic,
220071,lead220071@example.com,2026-02-09,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020528AbVxYz
220072,lead220072@example.com,2026-02-09,Lead,,Direct Traffic,(direct) / (none),
220073,lead220073@example.com,2026-02-09,Lead,,Organic Search,google / organic,
220264,lead220264@example.com,2026-02-10,Lead,,Direct Traffic,(direct) / (none),
220265,lead220265@example.com,2026-02-10,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020785AbVxYz
220266,lead220266@example.com,2026-02-10,Lead,,Organic Search,google / organic,
220267,lead220267@example.com,2026-02-10,Lead,,Organic Search,google / organic,
220268,lead220268@example.com,2026-02-10,Lead,,Email Marketing,hubspot / email,
220269,lead220269@example.com,2026-02-10,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020786AbVxYz
220270,lead220270@example.com,2026-02-10,Lead,,Direct Traffic,(direct) / (none),
220271,lead220271@example.com,2026-02-10,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020787AbVxYz
220272,lead220272@example.com,2026-02-10,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020788AbVxYz
220273,lead220273@example.com,2026-02-10,Lead,,Organic Search,google / organic,
220274,lead220274@example.com,2026-02-10,Lead,,Email Marketing,hubspot / email,
220275,lead220275@example.com,2026-02-10,Lead,,Email Marketing,hubspot / email,
220276,lead220276@example.com,2026-02-10,Customer,2026-02-17,Paid Search,google / cpc,Cj0KCQ42x00020789AbVxYz
220277,lead220277@example.com,2026-02-10,Lead,,Social Media,instagram / social,
220278,lead220278@example.com,2026-02-10,Lead,,Direct Traffic,(direct) / (none),
220279,lead220279@example.com,2026-02-10,Lead,,Social Media,instagram / social,
220280,lead220280@example.com,2026-02-10,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020790AbVxYz
220281,lead220281@example.com,2026-02-10,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020791AbVxYz
220282,lead220282@example.com,2026-02-10,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020792AbVxYz
220283,lead220283@example.com,2026-02-10,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020793AbVxYz
220284,lead220284@example.com,2026-02-10,Lead,,Organic Search,google / organic,
220285,lead220285@example.com,2026-02-10,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020794AbVxYz
220286,lead220286@example.com,2026-02-10,Lead,,Social Media,instagram / social,
220287,lead220287@example.com,2026-02-10,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020795AbVxYz
220288,lead220288@example.com,2026-02-10,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020796AbVxYz
220289,lead220289@example.com,2026-02-10,Customer,2026-02-21,Social Media,instagram / social,
220290,lead220290@example.com,2026-02-10,Customer,2026-02-12,Paid Search,google / cpc,Cj0KCQ42x00020797AbVxYz
220291,lead220291@example.com,2026-02-10,Lead,,Social Media,instagram / social,
220292,lead220292@example.com,2026-02-10,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020798AbVxYz
220293,lead220293@example.com,2026-02-10,Customer,2026-02-19,Direct Traffic,(direct) / (none),
220294,lead220294@example.com,2026-02-10,Lead,,Direct Traffic,(direct) / (none),
220295,lead220295@example.com,2026-02-10,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020799AbVxYz
220296,lead220296@example.com,2026-02-10,Lead,,Organic Search,google / organic,
220297,lead220297@example.com,2026-02-10,Lead,,Direct Traffic,(direct) / (none),
220298,lead220298@example.com,2026-02-10,Lead,,Direct Traffic,(direct) / (none),
220299,lead220299@example.com,2026-02-10,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020800AbVxYz
220300,lead220300@example.com,2026-02-10,Lead,,Email Marketing,hubspot / email,
220301,lead220301@example.com,2026-02-10,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020801AbVxYz
220302,lead220302@example.com,2026-02-10,Lead,,Organic Search,google / organic,
220303,lead220303@example.com,2026-02-10,Lead,,Organic Search,google / organic,
220304,lead220304@example.com,2026-02-10,Lead,,Paid Search,google / cpc,Cj0KCQ42x00020802AbVxYz
220305,lead220305@example.com,2026-02-10,Lead,,Direct Traffic,(direct) / (none),
220306,lead220306@example.com,2026-02-10,Lead,,Direct Traffic,(direct) / (none),
